QUADRAT,SQUARE,ELODEA,CDEM,PPUS,PNOD,PEPI,PPER,PPEC,PCRI,ZPAL,MSPI,VAL,NFLEX,HDUB,PSPI,NMINOR,UTRICULARIA
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,8,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,16,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
16,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
16,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21,16,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
28,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,,,,,,,,,,,,,,,,
33,3,,,,,,,,,,,,,,,,
33,6,,,,,,,,,,,,,,,,
33,8,,,,,,,,,,,,,,,,
33,9,,,,,,,,,,,,,,,,
33,11,,,,,,,,,,,,,,,,
33,14,,,,,,,,,,,,,,,,
33,16,,,,,,,,,,,,,,,,
34,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
34,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
34,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
34,8,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
34,9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
34,11,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
34,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,16,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
35,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
39,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
39,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
39,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,16,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
